;bCT3_1db40_1;bCT3_1db40_2;bCT3_1dT40_1;bCT3_1dT40_2;bCT3_2db40_1;bCT3_2dT40_1;bCT4_dCA2_1;bCT4_dCA2_2;bCT4_dTR2_1;bCT4_dTR2_2
ENSG00000231301.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204657.4;0;3;0;0;0;0;0;0;0;0
ENSG00000235238.1;6;19;6;10;11;6;11;7;3;12
ENSG00000204655.12;0;0;0;0;0;0;2;0;0;0
ENSG00000204644.10;2;0;0;3;2;0;10;1;2;3
ENSG00000233916.1;2;11;0;1;7;0;0;7;0;0
ENSG00000204642.14;262;484;244;263;339;278;517;413;346;250
ENSG00000225864.1;0;0;0;0;0;0;0;0;0;0
ENSG00000214922.9;52;116;48;55;70;39;39;51;26;35
ENSG00000239257.1;0;0;0;0;0;0;0;0;0;0
ENSG00000273340.1;8;13;11;22;17;10;35;54;18;23
ENSG00000227758.1;0;5;0;3;0;0;2;4;2;1
ENSG00000199290.1;0;0;0;0;0;0;0;0;0;0
ENSG00000235821.1;1;4;4;2;5;3;0;3;1;1
ENSG00000272236.1;0;0;1;1;0;0;6;0;0;2
ENSG00000285761.1;17;24;18;26;23;16;18;12;11;8
ENSG00000270896.1;0;3;0;3;0;2;1;2;2;0
ENSG00000290710.1;9;11;6;8;12;15;11;14;10;6
ENSG00000176998.4;0;0;0;1;0;0;0;0;0;0
ENSG00000181126.14;0;0;0;0;0;0;0;0;0;0
ENSG00000261548.1;0;0;0;0;1;0;0;0;0;0
ENSG00000213880.3;0;0;0;0;0;0;0;0;0;0
ENSG00000237042.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204632.13;9;34;11;12;15;13;42;33;26;23
ENSG00000229142.1;0;0;0;0;0;0;0;0;0;0
ENSG00000290870.1;7;15;6;4;20;5;2;11;4;4
ENSG00000285799.2;0;0;0;0;0;0;0;0;0;0
ENSG00000281831.1;0;0;0;2;1;0;0;0;0;0
ENSG00000230521.1;2;12;2;8;7;3;8;11;14;6
ENSG00000206341.7;158;344;225;262;277;264;638;534;460;399
ENSG00000231130.1;0;1;0;2;3;0;0;0;0;0
ENSG00000233677.1;0;1;1;0;0;0;3;1;0;0
ENSG00000235963.1;0;0;0;0;1;0;0;1;0;0
ENSG00000227262.3;3;3;0;3;4;3;5;5;0;0
ENSG00000230795.3;57;103;34;34;66;35;22;23;11;12
ENSG00000228078.1;0;5;2;0;6;2;0;2;0;2
ENSG00000206503.14;13715;28787;19999;24098;22716;23193;18996;14866;13705;11067
ENSG00000227766.1;0;0;0;0;0;0;0;0;0;0
ENSG00000235290.1;0;0;3;1;1;0;0;1;0;0
ENSG00000229390.1;6;15;21;10;14;21;1;1;1;2
ENSG00000204625.10;4;0;3;2;0;1;0;1;0;0
ENSG00000204623.11;66;143;89;80;125;83;97;127;107;98
ENSG00000238024.1;0;2;4;1;0;0;3;2;2;0
ENSG00000224312.1;1;3;0;4;2;1;0;2;0;0
ENSG00000290574.1;0;3;3;1;4;6;2;3;1;1
ENSG00000237669.1;4;5;0;5;3;2;3;3;4;2
ENSG00000204622.12;0;0;2;1;0;0;0;0;1;2
ENSG00000232757.1;1;0;2;0;0;2;0;0;0;1
ENSG00000278104.1;0;0;0;0;0;0;0;0;0;0
ENSG00000275856.1;0;0;0;0;0;0;0;0;0;0
ENSG00000066379.15;66;164;75;112;132;121;163;121;62;47
ENSG00000278773.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204619.8;1134;2130;1589;1863;1953;2076;1954;1926;1782;1477
ENSG00000204618.10;29;59;41;41;59;30;32;24;41;17
ENSG00000204616.11;0;0;0;1;2;0;0;0;0;0
ENSG00000231226.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252228.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204614.9;0;0;0;0;0;0;0;0;0;0
ENSG00000204613.11;0;3;0;0;0;0;0;0;0;0
ENSG00000204610.14;0;0;0;0;0;0;0;0;0;0
ENSG00000234127.9;1103;2367;1400;1731;1791;1594;2070;2138;1604;1464
ENSG00000233892.1;1;7;6;0;2;2;1;3;4;3
ENSG00000270604.5;2;7;3;0;3;0;2;5;6;1
ENSG00000236475.1;0;0;0;1;0;0;1;1;0;1
ENSG00000291097.1;23;25;12;22;30;21;26;22;20;11
ENSG00000243753.8;0;0;0;0;3;0;0;0;0;0
ENSG00000280128.1;133;288;157;139;219;135;158;239;183;148
ENSG00000231074.11;449;800;527;535;740;475;470;700;542;542
ENSG00000204599.16;149;294;181;215;206;163;259;257;203;188
ENSG00000248167.7;0;0;0;0;0;0;0;0;0;0
ENSG00000241370.6;7;7;1;1;6;3;9;4;1;2
ENSG00000224372.1;0;0;0;0;0;0;0;0;0;0
ENSG00000224486.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236405.1;0;0;0;0;0;0;0;0;0;0
ENSG00000226577.1;0;0;0;0;0;0;0;0;0;0
ENSG00000286301.1;0;0;0;0;0;0;0;0;0;0
ENSG00000288805.1;0;0;0;0;0;0;0;0;0;0
ENSG00000229068.1;0;0;0;0;0;0;0;2;0;0
ENSG00000224936.1;1;0;0;1;0;2;0;1;1;1
ENSG00000236603.2;4;19;12;13;14;12;11;23;10;15
ENSG00000204592.9;9911;19770;12165;14199;15415;13404;16709;15602;13285;10596
ENSG00000235781.1;5;5;0;0;2;1;1;1;1;2
ENSG00000204590.13;1698;3476;2137;2447;2788;2287;2808;2483;2037;1823
ENSG00000204576.12;197;328;192;233;269;202;273;276;216;172
ENSG00000290047.1;0;5;4;1;4;2;1;2;1;0
ENSG00000204574.14;2217;4265;2792;3399;3547;3250;4081;3705;3652;2883
ENSG00000216101.3;0;0;0;0;0;0;0;0;0;0
ENSG00000204569.10;1307;2599;1761;2199;2246;1830;2278;2335;2060;1726
ENSG00000204568.12;736;1362;1121;1213;1266;1203;1282;1177;1019;873
ENSG00000137343.18;168;331;167;222;241;210;274;187;181;146
ENSG00000228415.3;1;3;3;0;2;1;0;2;1;1
ENSG00000204564.12;196;315;298;300;302;352;344;320;267;255
ENSG00000204560.10;973;1993;1229;1443;1718;1450;1586;1657;1358;1200
ENSG00000146112.12;4008;7959;6180;7855;6478;7418;8347;7816;6904;6185
ENSG00000137404.15;244;496;290;340;410;435;427;318;257;229
ENSG00000230449.1;0;0;0;0;0;0;0;0;0;0
ENSG00000137337.16;523;1006;564;643;801;593;626;853;609;553
ENSG00000224328.1;0;0;0;0;0;0;0;0;0;0
ENSG00000196230.14;18404;37139;32737;38866;32403;41648;39736;36375;29283;25449
ENSG00000272540.1;1;0;2;2;7;1;0;0;0;1
ENSG00000137312.15;3177;6586;4435;5182;5501;5467;6199;5090;4755;4212
ENSG00000201988.2;0;1;0;0;1;0;3;2;1;0
ENSG00000272273.3;1;4;0;1;0;1;0;4;0;0
ENSG00000137331.12;2430;5043;2687;3061;4043;3266;4187;4059;3375;2884
ENSG00000228022.6;6;9;5;7;9;5;10;10;18;7
ENSG00000263608.2;0;0;0;0;0;0;0;0;0;0
ENSG00000214894.7;1;1;0;2;1;0;4;2;6;0
ENSG00000237923.2;0;0;0;0;0;0;0;1;0;1
ENSG00000202241.1;0;0;0;0;0;0;0;0;0;0
ENSG00000237775.1;2;0;0;0;0;0;0;0;0;0
ENSG00000204580.14;4428;9121;4914;6090;7100;5924;10535;10958;11575;10729
ENSG00000284370.1;0;0;0;0;0;0;0;0;0;0
ENSG00000213780.11;1;2;1;2;1;0;1;9;1;1
ENSG00000288473.1;0;0;3;0;3;0;0;3;0;4
ENSG00000137411.19;4;7;0;2;3;2;10;6;2;2
ENSG00000196260.5;0;0;0;0;0;0;2;0;0;0
ENSG00000252761.1;0;0;0;0;0;0;0;0;0;0
ENSG00000168631.13;0;3;0;1;1;0;4;6;3;0
ENSG00000233529.1;0;0;0;0;0;0;0;0;0;0
ENSG00000275906.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204544.5;0;0;0;1;0;0;0;0;0;0
ENSG00000261272.1;0;0;0;0;1;0;0;0;0;0
ENSG00000228789.9;4;3;10;6;7;5;0;0;0;0
ENSG00000222895.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204542.3;0;0;0;0;0;0;0;0;0;0
ENSG00000204540.11;72;151;61;95;119;86;85;49;35;34
ENSG00000204539.4;3;3;1;1;4;0;1;0;0;1
ENSG00000204538.4;1;3;0;2;1;3;3;3;0;0
ENSG00000238211.1;0;0;0;0;1;0;0;0;0;0
ENSG00000204536.15;374;824;355;428;600;457;805;650;378;393
ENSG00000137310.13;478;1023;519;607;868;710;988;1029;597;572
ENSG00000204531.21;11;14;7;13;9;10;27;13;14;14
ENSG00000204528.3;3;7;1;3;4;1;5;4;8;7
ENSG00000272501.1;5;19;8;11;13;2;5;4;10;12
ENSG00000206344.8;4;6;8;3;10;4;23;11;6;10
ENSG00000271821.1;1;0;0;0;0;0;2;0;0;1
ENSG00000255726.1;0;0;0;0;0;0;0;0;0;0
ENSG00000255899.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204525.18;6598;13059;9664;11399;10371;10331;9179;7711;6218;5001
ENSG00000288813.1;0;0;0;1;0;4;0;0;0;0
ENSG00000214892.4;0;2;0;0;0;0;0;0;0;0
ENSG00000227939.1;10;25;16;13;16;10;24;13;7;10
ENSG00000231402.1;0;0;0;0;0;0;0;0;0;0
ENSG00000256166.1;0;0;0;0;0;0;0;0;0;0
ENSG00000229836.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234745.14;8219;15822;12268;14416;12952;13698;8863;7517;6288;4902
ENSG00000277402.1;0;0;0;0;0;0;0;0;0;0
ENSG00000271581.1;0;0;0;0;0;0;0;0;0;0
ENSG00000228432.2;0;0;0;0;0;0;0;0;0;0
ENSG00000285647.1;0;0;0;0;0;0;0;0;0;0
ENSG00000201658.1;0;0;0;0;0;0;0;0;0;0
ENSG00000230994.1;0;0;0;0;0;0;0;0;0;0
ENSG00000223702.1;0;0;0;0;0;0;0;0;0;0
ENSG00000225851.1;0;0;0;0;0;1;0;0;0;0
ENSG00000272221.1;38;92;27;41;49;47;44;39;45;40
ENSG00000204520.14;1646;3353;2392;2852;2738;2865;3710;3322;3694;2901
ENSG00000288587.1;0;0;0;0;0;0;0;0;0;0
ENSG00000199332.1;0;0;0;0;1;0;0;2;0;0
ENSG00000230174.1;0;6;0;0;0;0;0;4;0;0
ENSG00000233902.1;0;0;0;0;2;0;0;2;1;0
ENSG00000206337.12;49;81;24;30;59;26;50;52;47;28
ENSG00000286940.1;24;40;13;15;28;25;32;39;35;33
ENSG00000204516.10;281;524;271;330;463;322;689;697;618;539
ENSG00000201680.1;0;0;0;0;0;0;2;0;0;0
ENSG00000256851.1;0;0;0;0;0;0;0;0;0;0
ENSG00000219797.2;0;0;0;0;0;0;0;0;0;0
ENSG00000225499.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204511.3;0;0;0;1;0;0;0;0;0;0
ENSG00000198563.14;895;1608;927;1180;1334;979;1005;1159;875;929
ENSG00000254870.5;0;0;0;0;0;0;0;0;0;0
ENSG00000201785.1;2;0;0;0;0;1;0;0;0;0
ENSG00000265236.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234006.1;0;3;0;0;1;0;1;0;0;0
ENSG00000213760.11;6;4;2;9;13;6;12;0;1;10
ENSG00000204498.11;313;702;397;530;522;491;636;481;365;352
ENSG00000289406.1;2;0;0;0;0;0;0;0;0;0
ENSG00000226979.9;1;0;0;2;0;0;0;0;0;0
ENSG00000232810.5;0;0;0;0;2;0;1;0;0;0
ENSG00000227507.3;2;0;2;1;2;4;0;0;0;3
ENSG00000204482.11;0;2;0;2;0;0;3;3;2;4
ENSG00000204475.10;1;1;0;0;2;0;1;0;0;2
ENSG00000230622.1;0;0;0;1;0;1;0;0;0;0
ENSG00000204472.13;0;2;0;0;0;0;7;2;2;0
ENSG00000289375.1;1;4;0;0;3;0;0;2;1;0
ENSG00000204469.13;6403;13346;7821;9215;10988;8886;8434;10341;7832;7688
ENSG00000291302.1;0;0;0;0;0;0;0;0;0;0
ENSG00000200816.1;0;0;0;0;0;0;0;0;0;1
ENSG00000289282.1;0;0;0;0;0;0;0;0;0;0
ENSG00000274494.1;0;1;0;0;0;0;0;0;0;0
ENSG00000204463.14;4490;9692;6231;7426;8081;7268;7412;7457;6683;6088
ENSG00000204444.11;18;54;21;42;34;49;46;29;24;18
ENSG00000204439.4;266;598;379;487;451;463;550;501;410;385
ENSG00000227198.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204438.11;303;618;357;377;510;444;551;537;420;295
ENSG00000201207.1;1;1;1;3;1;5;2;4;1;2
ENSG00000204435.15;178;373;306;361;343;369;456;321;294;261
ENSG00000263020.6;0;0;1;0;0;0;0;1;0;1
ENSG00000240053.9;17;26;13;23;13;22;14;9;7;9
ENSG00000204428.12;29;75;28;32;70;54;57;45;40;34
ENSG00000204427.12;11;48;38;40;46;26;29;53;30;28
ENSG00000204422.7;0;0;0;0;0;0;0;0;0;0
ENSG00000266776.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204424.10;0;0;0;0;0;0;0;0;0;0
ENSG00000250641.1;0;0;0;0;0;0;0;0;0;0
ENSG00000255552.9;0;0;0;0;0;0;0;0;0;0
ENSG00000244355.8;0;0;0;0;0;0;0;0;0;0
ENSG00000204420.10;3;3;1;0;1;1;1;3;0;1
ENSG00000204421.3;2;0;0;1;0;0;2;5;0;0
ENSG00000213722.10;1697;3630;2326;2704;3055;2919;3033;2342;2084;1770
ENSG00000213719.8;7514;14472;13181;15472;12134;16708;14403;11236;10768;9045
ENSG00000204410.16;30;40;39;37;34;22;19;37;17;17
ENSG00000255152.8;0;1;0;0;1;0;0;0;0;0
ENSG00000252743.1;3;13;4;4;8;6;1;5;3;3
ENSG00000228727.10;0;1;0;1;1;0;3;0;0;0
ENSG00000235663.1;0;0;1;0;1;3;0;0;1;0
ENSG00000204396.11;15;18;15;21;19;11;12;3;4;3
ENSG00000204394.13;3083;6185;4553;5364;5043;5163;5600;5173;4333;3756
ENSG00000201555.1;0;3;0;2;1;3;1;5;0;4
ENSG00000204392.11;438;828;506;616;701;658;864;756;610;500
ENSG00000204390.10;36;90;22;51;76;49;70;69;49;56
ENSG00000204389.10;587;1148;605;719;963;787;1392;1121;829;827
ENSG00000289637.1;1;2;2;0;1;2;1;4;0;0
ENSG00000289829.1;4;20;4;5;8;8;9;6;3;2
ENSG00000204388.7;486;1079;514;573;780;566;947;817;684;588
ENSG00000285565.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204387.14;652;1496;1040;1344;1095;1278;1543;1251;1106;1027
ENSG00000201823.1;0;0;0;0;0;0;0;0;0;0
ENSG00000201754.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204386.12;1965;4235;2911;3265;3271;3505;4582;3964;4070;3357
ENSG00000204385.13;0;6;1;0;2;0;0;1;0;1
ENSG00000237080.3;0;1;2;0;1;0;0;0;0;0
ENSG00000204371.12;1260;2554;1608;1684;2107;1627;1917;1902;1716;1351
ENSG00000166278.16;79;116;48;75;120;64;184;130;93;97
ENSG00000204366.4;62;164;96;119;150;129;144;137;136;114
ENSG00000244255.5;0;0;0;0;0;0;0;0;0;0
ENSG00000281756.1;0;2;0;0;0;0;1;3;0;4
ENSG00000243649.10;55;99;50;44;97;45;43;65;38;34
ENSG00000204356.14;1158;2176;1729;1986;1825;2292;2410;1900;1779;1447
ENSG00000284446.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204351.13;1581;3436;2048;2356;2821;2049;2502;2415;1977;1705
ENSG00000204348.10;208;532;343;413;464;459;402;311;302;272
ENSG00000204344.16;326;611;376;500;524;451;725;567;547;491
ENSG00000244731.10;16;26;18;19;16;13;14;33;11;11
ENSG00000233627.2;0;0;0;0;0;0;0;0;0;0
ENSG00000290788.1;0;1;2;3;2;0;0;0;2;0
ENSG00000204338.9;0;0;0;0;0;0;0;0;0;0
ENSG00000248290.1;0;7;1;1;1;4;1;2;0;1
ENSG00000250535.1;0;0;0;0;0;0;0;0;0;0
ENSG00000224389.9;3;15;4;9;1;8;3;6;5;3
ENSG00000229776.1;0;0;0;0;0;0;0;0;0;0
ENSG00000231852.9;0;1;5;9;6;2;0;0;4;3
ENSG00000168477.20;1982;4084;2852;3481;3244;2464;525;643;843;784
ENSG00000252512.1;0;0;0;0;0;0;0;0;0;0
ENSG00000284829.1;0;0;0;0;0;0;0;0;0;0
ENSG00000286974.1;3;2;4;4;3;1;3;1;0;3
ENSG00000213676.13;2051;4119;2813;3565;3344;3272;3079;3115;2768;2486
ENSG00000204315.4;133;261;113;143;217;150;205;188;134;124
ENSG00000204314.12;78;162;35;54;133;55;61;52;47;22
ENSG00000285085.1;0;1;0;2;3;2;0;1;0;0
ENSG00000284954.1;3;5;3;1;3;8;5;1;2;3
ENSG00000221988.13;113;227;169;206;171;223;178;192;182;148
ENSG00000258388.7;4;8;5;11;6;4;2;13;12;3
ENSG00000241404.7;2;12;4;12;5;9;12;5;8;1
ENSG00000204310.13;1421;2756;1892;2306;2282;2687;2544;2481;2375;1973
ENSG00000284469.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204308.8;728;1670;1028;1108;1339;1321;1853;1533;1346;1165
ENSG00000277264.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204305.16;14;40;14;17;27;24;33;15;18;6
ENSG00000273333.2;0;0;0;0;0;0;0;0;0;0
ENSG00000204304.12;662;1369;695;862;1073;833;894;1039;710;627
ENSG00000213654.10;31;81;48;78;75;72;79;42;39;47
ENSG00000204301.6;38;74;37;40;66;31;92;41;47;57
ENSG00000225914.5;6;8;3;2;12;14;19;15;4;6
ENSG00000204296.13;0;4;0;0;2;0;0;0;0;0
ENSG00000237285.1;0;1;0;0;0;0;0;0;0;0
ENSG00000223335.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204290.11;1;0;0;1;0;0;0;0;0;0
ENSG00000204287.14;1;3;5;0;1;3;76;61;34;35
ENSG00000196301.3;0;0;0;0;0;0;0;0;0;0
ENSG00000198502.6;0;0;0;0;0;0;6;1;7;5
ENSG00000251916.1;0;0;0;0;0;0;0;0;0;0
ENSG00000290878.1;0;0;0;0;0;0;1;1;2;0
ENSG00000229391.8;0;0;0;0;0;0;0;0;0;0
ENSG00000196126.12;0;0;0;0;2;0;24;28;22;11
ENSG00000196735.13;0;0;0;0;0;0;3;5;9;7
ENSG00000179344.17;0;2;0;0;0;0;26;8;15;9
ENSG00000223534.1;0;0;0;0;0;0;0;0;0;0
ENSG00000235040.1;0;0;0;0;0;0;0;0;0;0
ENSG00000232080.5;0;0;0;0;0;0;0;0;0;0
ENSG00000226030.1;0;0;0;0;0;0;0;0;0;0
ENSG00000237541.4;0;0;0;0;0;0;1;3;2;0
ENSG00000263649.1;0;0;0;0;0;0;0;0;0;0
ENSG00000232629.9;0;0;0;0;0;0;1;0;0;0
ENSG00000241106.8;0;0;0;0;0;0;21;18;6;6
ENSG00000250264.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204267.19;451;888;386;444;563;413;551;613;421;301
ENSG00000204264.12;869;1620;781;1003;1317;956;1684;1358;941;727
ENSG00000204261.9;5;20;6;4;16;5;16;3;6;5
ENSG00000240065.8;239;459;137;195;251;158;460;330;136;88
ENSG00000168394.13;1888;4128;1619;1943;2603;1564;3628;3407;2307;1768
ENSG00000234515.1;0;0;0;0;0;0;0;0;0;0
ENSG00000289559.2;1;1;0;1;6;0;0;0;2;1
ENSG00000289047.2;247;474;228;305;354;295;331;378;320;294
ENSG00000235301.1;0;0;0;1;0;0;2;0;0;0
ENSG00000242574.9;5;7;2;4;8;4;17;8;14;17
ENSG00000248993.1;0;0;1;0;0;1;0;0;0;0
ENSG00000204257.15;245;541;164;173;427;227;436;362;299;246
ENSG00000204256.14;2797;5361;3549;4326;4496;3879;4341;4670;4022;3658
ENSG00000223837.2;0;0;0;0;0;0;0;0;0;0
ENSG00000263756.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204252.14;0;0;1;0;1;0;7;4;5;1
ENSG00000231389.8;61;128;38;62;99;65;393;377;253;248
ENSG00000223865.11;86;200;71;104;171;118;332;235;170;157
ENSG00000224796.1;0;0;0;0;0;0;0;0;0;0
ENSG00000231461.1;0;0;0;0;0;0;0;0;0;0
ENSG00000228688.1;0;0;0;0;0;0;0;0;0;0
ENSG00000291111.1;0;0;0;0;0;0;0;0;0;0
ENSG00000224557.10;0;1;0;0;0;0;0;0;0;0
ENSG00000237398.1;0;0;0;0;0;0;0;0;0;0
ENSG00000230313.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204248.12;21;46;22;22;18;22;25;13;9;7
ENSG00000204231.11;954;2028;1103;1404;1697;1383;1915;1680;1399;1276
ENSG00000202441.2;3;1;3;0;9;0;4;3;0;4
ENSG00000112473.19;5262;10609;8066;10243;8401;8974;11102;9831;8513;7772
ENSG00000204228.4;41;85;21;31;66;25;38;18;21;17
ENSG00000288751.1;4;9;0;3;2;3;1;2;6;6
ENSG00000199036.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204227.5;991;1837;1157;1354;1544;1344;1667;1434;1210;1069
ENSG00000225463.1;0;0;0;0;0;0;0;0;0;0
ENSG00000223457.1;0;0;0;0;0;0;0;0;0;0
ENSG00000272217.1;3;7;0;1;3;0;4;4;1;2
ENSG00000289975.1;4;9;4;10;7;7;6;8;3;3
ENSG00000232940.8;10;32;6;4;13;11;10;6;4;5
ENSG00000223501.9;777;1631;1111;1266;1334;1150;1203;1274;1198;1053
ENSG00000231500.7;14648;27116;18556;22443;22593;22657;28058;20459;18580;15711
ENSG00000235863.4;170;310;132;154;239;133;374;322;189;216
ENSG00000227057.10;1008;2118;1440;1693;1702;1623;2283;1734;1520;1366
ENSG00000284517.1;0;0;0;0;0;0;0;0;0;0
ENSG00000204220.12;400;718;567;670;612;709;938;671;509;530
ENSG00000284064.1;0;0;0;0;0;0;0;0;0;0
ENSG00000237441.10;826;1718;1172;1295;1343;1322;1368;1283;1143;998
ENSG00000289100.1;8;9;5;4;8;7;5;6;5;3
ENSG00000231925.14;2378;5339;3069;3548;3969;3698;2913;4031;2999;2909
ENSG00000236104.3;386;827;487;583;720;547;728;596;512;446
ENSG00000204209.13;937;1740;1031;1222;1576;1366;1976;1692;1277;1138
ENSG00000285064.2;0;0;0;0;0;0;0;0;0;0
ENSG00000286920.2;0;0;0;0;0;0;0;0;0;0
ENSG00000229596.3;0;0;0;0;0;0;0;0;0;0
ENSG00000228285.2;0;2;5;4;1;0;0;1;0;1
ENSG00000225644.1;0;0;0;1;0;2;0;0;0;0
ENSG00000237649.8;310;662;310;425;460;398;753;614;356;368
ENSG00000204194.1;0;0;0;0;0;0;0;0;0;0
ENSG00000112511.18;1148;2344;1542;1868;2105;1895;2091;1805;1660;1533
ENSG00000112514.18;3194;6245;4308;4901;5205;5633;6532;4938;4931;3797
ENSG00000197283.18;649;1235;568;684;968;611;525;713;481;491
ENSG00000274259.2;0;7;0;4;0;2;0;0;0;3
ENSG00000284256.1;0;0;0;0;0;0;0;0;0;0
ENSG00000213588.6;219;361;208;249;286;281;321;330;299;246
ENSG00000204188.7;0;4;0;1;0;1;4;0;2;1
ENSG00000242014.3;0;0;0;0;0;0;0;0;0;0
ENSG00000276746.1;0;0;0;0;0;0;0;0;0;0
ENSG00000030110.14;663;1419;938;1237;1001;1197;1495;1332;1027;850
ENSG00000197251.4;2;7;2;0;3;5;0;1;2;3
ENSG00000096433.11;4931;10074;12778;15060;8300;11861;6873;9823;9699;8380
ENSG00000137288.10;478;913;554;717;745;726;865;657;518;441
ENSG00000266509.1;0;0;0;0;0;0;0;0;0;0
ENSG00000161896.12;9;22;3;5;18;7;3;2;3;1
ENSG00000161904.12;1715;3318;2575;2873;2685;2840;3251;3205;2980;2577
ENSG00000096395.11;1;0;3;2;1;0;0;0;0;0
ENSG00000287089.1;0;0;0;2;1;1;0;0;0;0
ENSG00000249346.8;0;1;0;2;0;0;0;0;1;0
ENSG00000271362.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233183.3;0;0;0;0;0;0;0;0;0;0
ENSG00000276824.1;0;0;0;0;0;0;0;0;0;0
ENSG00000221697.1;0;0;0;0;0;0;0;0;0;0
ENSG00000124493.14;0;4;0;1;2;2;0;3;3;3
ENSG00000271231.1;0;0;0;0;2;0;0;0;0;0
ENSG00000214810.4;1;0;2;0;1;0;0;1;0;0
ENSG00000288879.2;0;0;0;0;0;1;0;0;2;0
ENSG00000137309.21;4356;8820;11482;13808;7727;16398;5879;4940;5622;4373
ENSG00000276404.1;2;1;1;5;1;3;0;3;0;0
ENSG00000186577.14;1130;2171;1574;1834;1685;2014;1850;1367;1288;1055
ENSG00000225339.4;37;97;94;100;72;85;42;59;44;26
ENSG00000220583.1;0;0;0;0;0;0;0;0;0;0
ENSG00000272325.2;163;396;297;355;306;315;298;307;271;303
ENSG00000270800.4;0;0;0;0;0;0;0;0;0;0
ENSG00000124614.17;12;28;22;34;33;31;28;19;18;11
ENSG00000124507.11;1;1;2;2;1;0;2;6;0;0
ENSG00000124664.11;2;1;0;4;0;0;0;1;0;0
ENSG00000196114.3;1;1;0;2;0;2;4;2;0;0
ENSG00000196821.10;2560;5013;3521;4362;4395;3982;4856;4827;5032;4301
ENSG00000216636.1;0;1;0;0;0;0;0;2;0;2
ENSG00000265123.2;2;0;0;0;0;0;0;0;0;0
ENSG00000220643.1;0;0;0;0;0;0;0;0;0;0
ENSG00000272288.8;27;31;21;29;33;32;33;37;24;22
ENSG00000186328.4;0;1;0;0;0;0;0;0;0;0
ENSG00000217130.1;1;14;13;16;9;7;9;13;4;3
ENSG00000124562.10;967;1933;1328;1537;1506;1646;2294;1701;1693;1341
ENSG00000065060.18;504;1090;529;637;856;485;468;799;706;680
ENSG00000206717.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252106.2;0;0;0;0;0;0;0;0;0;0
ENSG00000064995.19;503;928;614;732;795;850;939;895;847;724
ENSG00000064999.16;808;1516;782;916;1243;852;1116;1507;1217;1200
ENSG00000187762.5;0;0;0;0;0;1;2;1;0;1
ENSG00000286550.1;1;2;1;2;3;1;4;3;3;5
ENSG00000273870.1;0;1;0;0;0;0;0;0;0;0
ENSG00000124678.20;4;2;0;2;2;2;4;3;1;1
ENSG00000146197.9;1211;2142;1185;1339;1897;1122;1929;3000;2212;1846
ENSG00000272374.1;17;26;9;20;19;10;18;14;17;9
ENSG00000065029.15;504;992;595;630;787;549;818;736;627;595
ENSG00000217004.1;0;0;0;0;2;0;0;3;0;0
ENSG00000023892.12;9;13;5;7;13;5;16;19;9;4
ENSG00000112033.14;1277;2685;1487;1914;2340;1881;1895;1952;1578;1419
ENSG00000227154.4;0;0;1;0;0;0;0;0;0;0
ENSG00000112039.6;177;359;132;205;278;214;239;264;177;142
ENSG00000198755.11;9216;16705;11461;13722;13706;15254;20528;14979;13432;12060
ENSG00000276712.1;0;0;2;0;0;0;1;0;0;1
ENSG00000007866.22;1022;2037;1419;1680;1667;1555;2385;2400;2178;1890
ENSG00000112041.13;2;8;2;1;0;1;4;3;1;1
ENSG00000228559.2;0;0;0;0;0;0;0;0;0;1
ENSG00000219023.1;2;6;1;1;1;4;1;2;2;3
ENSG00000289456.1;2;4;1;0;0;0;3;0;0;0
ENSG00000096060.15;2550;4673;4748;6024;3968;5176;4087;5173;4146;3895
ENSG00000218749.1;1;0;0;0;0;0;0;0;1;1
ENSG00000287458.1;2;4;1;0;0;5;2;0;7;0
ENSG00000212579.1;0;0;0;0;0;0;0;0;0;0
ENSG00000265527.1;0;0;0;0;1;0;0;0;0;0
ENSG00000232909.1;6;21;5;5;12;11;1;14;6;5
ENSG00000157343.9;22;38;22;21;33;19;33;34;24;23
